#doi: 10.3389/fmicb.2016.00275
#
BSU Number	Gene_Name	Regulator name	DBTBS	Goelzer et al. 2008 &  SubtiWiki before Marsh 2013	SubtiWiki Marsh 2013	Sporulation database	RegPrecise
BSU11000	yitI	S-box-SAM	no	yes	yes	no	no
BSU11010	yitJ	S-box-SAM	no	yes	yes	no	yes
BSU11120	yitT	sigB	no	yes	yes	no	no
BSU11290	yjaV	sigE	no	yes	yes	yes	no
BSU11410	yjbA	sigF	no	yes	yes	yes	no
BSU11490	yjbC	sigM	no	yes	yes	no	no
BSU11490	yjbC	PerR	no	yes	yes	no	no
BSU11910	yjcM	AbrB	no	yes	yes	no	no
BSU11950	yjcQ	sigD	no	yes	yes	no	no
BSU11990	yjdB	AbrB	no	yes	yes	no	no
BSU12030	yjdF	ManR	no	yes	yes	no	no
BSU12040	yjdG	AbrB	no	yes	yes	no	no
BSU12100	yjeA	WalR	no	yes	yes	no	no
BSU12160	yjgC	sigB	no	yes	yes	no	no
BSU12170	yjgD	sigB	no	yes	yes	no	no
BSU12280	yjlC	stringent response	no	yes	yes	no	no
BSU12280	yjlC	Rex	no	yes	yes	no	yes
BSU12320	yjmC	ExuR	no	yes	yes	no	yes
BSU12320	yjmC	CcpA	no	yes	yes	no	yes
BSU12330	yjmD	sigE	no	yes	yes	yes	no
BSU12330	yjmD	ExuR	no	yes	yes	no	yes
BSU12330	yjmD	CcpA	no	yes	yes	no	yes
BSU11839	yjzE	sigB	no	yes	yes	no	no
BSU12850	ykaA	Spo0A	no	yes	yes	yes	no
BSU12880	ykcB	YrkP	no	yes	yes	no	no
BSU12880	ykcB	YclJ	no	yes	yes	no	no
BSU12890	ykcC	YrkP	no	yes	yes	no	no
BSU12890	ykcC	YclJ	no	yes	yes	no	no
BSU12970	ykfA	CodY	no	yes	yes	no	no
BSU12980	ykfB	CodY	no	yes	yes	no	no
BSU12990	ykfC	CodY	no	yes	yes	no	no
BSU13000	ykfD	CodY	no	yes	yes	no	no
BSU13010	ykgB	sigB	no	yes	yes	no	no
BSU14350	yknX	sigW	no	yes	yes	no	no
BSU14350	yknX	AbrB	no	yes	yes	no	no
BSU14360	yknY	sigW	no	yes	yes	no	no
BSU14360	yknY	AbrB	no	yes	yes	no	no
BSU14370	yknZ	sigW	no	yes	yes	no	no
BSU14370	yknZ	AbrB	no	yes	yes	no	no
BSU13330	ykoL	TnrA	no	yes	yes	no	yes
BSU13400	ykoU	sigG	no	yes	yes	yes	no
BSU13410	ykoV	sigG	no	yes	yes	yes	no
BSU14040	ykuD	CcpA	no	yes	yes	no	no
BSU14130	ykuL	Spo0A	no	yes	yes	yes	no
BSU14130	ykuL	CcpA	no	yes	yes	no	no
BSU14160	ykuO	Fur	no	yes	yes	no	yes
BSU14170	ykuP	Fur	no	yes	yes	no	yes
BSU14210	ykuT	sigB	no	yes	yes	no	no
BSU14220	ykuU	AbrB	no	yes	yes	no	no
BSU14230	ykuV	AbrB	no	yes	yes	no	no
BSU13790	ykvQ	sigK	no	yes	yes	yes	no
BSU14120	ykzF	Spo0A	no	yes	yes	yes	no
BSU14120	ykzF	CcpA	no	yes	yes	no	no
BSU14660	ykzI	sigB	no	yes	yes	no	no
BSU14629	ykzW	CcpN	no	yes	yes	no	no
BSU14710	ylaA	Spx	no	yes	yes	no	no
BSU14720	ylaB	YlaC	no	yes	yes	no	no
BSU14720	ylaB	Spx	no	yes	yes	no	no
BSU14730	ylaC	YlaC	no	yes	yes	no	no
BSU14740	ylaD	YlaC	no	yes	yes	no	no
BSU14740	ylaD	Spx	no	yes	yes	no	no
BSU14750	ylaE	AbrB	no	yes	yes	no	no
BSU14750	ylaE	Abh	no	yes	yes	no	no
BSU14940	ylbA	AbrB	no	yes	yes	no	no
BSU14960	ylbC	sigF	no	yes	yes	yes	no
BSU14980	ylbE	sigK	no	yes	yes	yes	no
BSU15070	ylbN	stringent response	no	yes	yes	no	no
BSU15090	ylbO	SpoIIID	no	yes	yes	yes	no
BSU15100	ylbP	CcpA	no	yes	yes	no	yes
BSU15340	ylmA	CodY	no	yes	yes	no	yes
BSU15370	ylmD	Spo0A	no	yes	yes	yes	no
BSU15380	ylmE	Spo0A	no	yes	yes	yes	no
BSU15400	ylmG	Spo0A	no	yes	yes	yes	no
BSU15410	ylmH	Spo0A	no	yes	yes	yes	no
BSU15960	ylqB	AbrB	no	yes	yes	no	no
BSU16260	ylxF	Spo0A	no	yes	yes	yes	no
BSU16260	ylxF	sigD	no	yes	yes	no	no
BSU16260	ylxF	CodY	no	yes	yes	no	no
BSU16410	ylxH	Spo0A	no	yes	yes	yes	no
BSU16410	ylxH	sigD	no	yes	yes	no	no
BSU16410	ylxH	CodY	no	yes	yes	no	no
BSU16480	ylxL	Spo0A	no	yes	yes	yes	no
BSU16480	ylxL	sigD	no	yes	yes	no	no
BSU16480	ylxL	CodY	no	yes	yes	no	no
BSU16640	ylxP	stringent response	no	yes	yes	no	no
BSU16640	ylxP	sigB	no	yes	yes	no	no
BSU16610	ylxR	stringent response	no	yes	yes	no	no
BSU16590	ylxS	stringent response	no	yes	yes	no	no
BSU15250	ylxW	SpoIIID	no	yes	yes	no	no
BSU15250	ylxW	sigM	no	yes	yes	no	no
BSU15250	ylxW	sigE	no	yes	yes	yes	no
BSU15260	ylxX	SpoIIID	no	yes	yes	no	no
BSU15260	ylxX	sigM	no	yes	yes	no	no
BSU15260	ylxX	sigE	no	yes	yes	yes	no
BSU17400	ymaB	ResD	no	yes	yes	no	no
BSU17250	ymaE	AbrB	no	yes	yes	no	no
BSU16825	ymfD	Mta	no	yes	yes	no	no
BSU16845	ymfF	Mta	no	yes	yes	no	no
BSU16860	ymfH	Mta	no	yes	yes	no	no
BSU17240	ymzB	sigB	no	yes	yes	no	no
BSU17240	ymzB	AbrB	no	yes	yes	no	no
BSU17690	yncM	AbrB	no	yes	yes	no	no
BSU17760	yndE	sigG	no	yes	yes	yes	no
BSU17770	yndF	sigG	no	yes	yes	yes	no
BSU17870	yneB	LexA	no	yes	yes	no	yes
BSU17900	yneE	Spo0A	no	yes	yes	yes	no
BSU17910	yneF	Spo0A	no	yes	yes	yes	no
BSU18170	yngA	YclJ	no	yes	yes	no	no
BSU18180	yngB	YclJ	no	yes	yes	no	no
BSU18190	yngC	YclJ	no	yes	yes	no	no
BSU18190	yngC	sigM	no	yes	yes	no	no
BSU18210	yngE	sigE	no	yes	yes	yes	no
BSU18220	yngF	sigE	no	yes	yes	yes	no
BSU18230	yngG	sigE	no	yes	yes	yes	no
BSU18240	yngHA	sigE	no	yes	yes	yes	no
BSU18250	yngI	sigE	no	yes	yes	yes	no
BSU17880	ynzC	LexA	no	yes	yes	no	yes
BSU17920	ynzD	AbrB	no	yes	yes	no	no
BSU18530	yoaA	sigB	no	yes	yes	no	no
BSU18540	yoaB	S-box-SAM	no	yes	yes	no	yes
BSU18550	yoaC	S-box-SAM	no	yes	yes	no	yes
BSU18560	yoaD	S-box-SAM	no	yes	yes	no	yes
BSU18820	yobB	AbrB	no	yes	yes	no	no
BSU18930	yobH	LexA	no	yes	yes	no	no
BSU19030	yobO	AbrB	no	yes	yes	no	no
BSU19110	yobW	sigK	no	yes	yes	yes	no
BSU19110	yobW	sigE	no	yes	yes	yes	no
BSU19150	yocB	sigB	no	yes	yes	no	no
BSU19170	yocD	AbrB	no	yes	yes	no	no
BSU19210	yocH	Spo0A	no	yes	yes	yes	no
BSU19250	yocL	sigE	no	yes	yes	yes	no
BSU19560	yodD	MhqR	no	yes	yes	no	yes
BSU19570	yodE	MhqR	no	yes	yes	no	yes
BSU19610	yodI	sigK	no	yes	yes	yes	no
BSU19700	yodP	sigE	no	yes	yes	yes	no
BSU19710	yodQ	sigE	no	yes	yes	yes	no
BSU19720	yodR	sigE	no	yes	yes	yes	no
BSU19730	yodS	sigE	no	yes	yes	yes	no
BSU19740	yodT	sigE	no	yes	yes	yes	no
BSU21580	yokI	AbrB	no	yes	yes	no	no
BSU21570	yokJ	AbrB	no	yes	yes	no	no
BSU21560	yokK	AbrB	no	yes	yes	no	no
BSU21550	yokL	AbrB	no	yes	yes	no	no
BSU19689	yokU	sigE	no	yes	yes	yes	no
BSU21540	yolA	AbrB	no	yes	yes	no	no
BSU21530	yolB	AbrB	no	yes	yes	no	no
BSU21520	yolC	AbrB	no	yes	yes	no	no
BSU21450	yolJ	YvrHb	no	yes	yes	no	no
BSU21450	yolJ	Rok	no	yes	yes	no	no
BSU21450	yolJ	AbrB	no	yes	yes	no	no
BSU21450	yolJ	Abh	no	yes	yes	no	no
BSU21340	yomJ	AbrB	no	yes	yes	no	no
BSU20850	yopL	CcpA	no	yes	yes	no	no
BSU20580	yoqM	AbrB	no	yes	yes	no	no
BSU20430	yorC	LexA	no	yes	yes	no	no
BSU20420	yorD	AbrB	no	yes	yes	no	no
BSU19920	yotD	CsoR	no	yes	yes	no	no
BSU18520	yoxB	sigB	no	yes	yes	no	no
BSU18940	yozK	LexA	no	yes	yes	no	no
BSU18960	yozM	CcpA	no	yes	yes	no	no
BSU22980	ypbG	sigM	no	yes	yes	no	no
BSU22920	ypeB	sigG	no	yes	yes	yes	no
BSU22900	ypfB	sigF	no	yes	yes	yes	no
BSU22850	yphB	sigF	no	yes	yes	yes	no
BSU22820	yphE	AbrB	no	yes	yes	no	no
BSU22810	yphF	AbrB	no	yes	yes	no	no
BSU22570	ypiF	CcpA	no	yes	yes	no	no
BSU21760	ypmP	CodY	no	yes	yes	no	no
BSU22280	yppD	Spo0A	no	yes	yes	yes	no
BSU22270	yppE	Spo0A	no	yes	yes	yes	no
BSU23370	ypuA	sigM	no	yes	yes	no	no
BSU23329	ypuC	sigB	no	yes	yes	no	no
BSU23330	ypuC	sigB	no	yes	yes	no	no
BSU23300	ypuD	sigB	no	yes	yes	no	no
BSU23240	ypzK	FMN-box	no	yes	yes	no	no
BSU26340	yqaF	SknR	no	yes	yes	no	no
BSU26320	yqaG	SknR	no	yes	yes	no	no
BSU26310	yqaH	SknR	no	yes	yes	no	no
BSU26300	yqaI	SknR	no	yes	yes	no	no
BSU26290	yqaJ	SknR	no	yes	yes	no	no
BSU26280	yqaK	SknR	no	yes	yes	no	no
BSU26270	yqaL	SknR	no	yes	yes	no	no
BSU26260	yqaM	SknR	no	yes	yes	no	no
BSU26250	yqaN	SknR	no	yes	yes	no	no
BSU26230	yqaP	AbrB	no	yes	yes	no	no
BSU25870	yqcF	Spo0A	no	yes	yes	yes	no
BSU25860	yqcG	Spo0A	no	yes	yes	yes	no
BSU25860	yqcG	AbrB	no	yes	yes	no	no
BSU25800	yqcK	sigF	no	yes	yes	yes	no
BSU25800	yqcK	ArsR	no	yes	yes	no	yes
BSU26330	yqdA	SknR	no	yes	yes	no	no
BSU26050	yqdB	ratA	no	yes	yes	no	no
BSU25380	yqfA	sigW	no	yes	yes	no	no
BSU25370	yqfB	sigW	no	yes	yes	no	no
BSU25350	yqfD	sigE	no	yes	yes	yes	no
BSU25110	yqfU	sigG	no	yes	yes	yes	no
BSU25080	yqfX	sigG	no	yes	yes	yes	no
BSU24750	yqhB	sigB	no	yes	yes	no	no
BSU24590	yqhG	sigF	no	yes	yes	yes	no
BSU24580	yqhH	sigF	no	yes	yes	yes	no
BSU24500	yqhP	sigF	no	yes	yes	no	no
BSU24500	yqhP	sigB	no	yes	yes	no	no
BSU23830	yqjL	sigB	no	yes	yes	no	no
BSU23700	yqjX	LexA	no	yes	yes	no	no
BSU25520	yqxA	sigE	no	yes	yes	yes	no
BSU25230	yqxD	sigH	no	yes	yes	yes	no
BSU25890	yqxI	Spo0A	no	yes	yes	yes	no
BSU25890	yqxI	CcpA	no	yes	yes	no	no
BSU25890	yqxI	AbrB	no	yes	yes	no	no
BSU25880	yqxJ	Spo0A	no	yes	yes	yes	no
BSU25880	yqxJ	AbrB	no	yes	yes	no	no
BSU24640	yqxM	AbrB	no	yes	yes	no	no
BSU24940	yqzC	Spo0A	no	yes	yes	yes	no
BSU24930	yqzD	Spo0A	no	yes	yes	yes	no
BSU24660	yqzE	ComK	no	yes	yes	no	no
BSU24650	yqzG	AbrB	no	yes	yes	no	no
BSU26259	yqzO	SknR	no	yes	yes	no	no
BSU27020	yraA	sigB	no	yes	yes	no	no
BSU27020	yraA	AdhR	no	yes	yes	no	no
BSU26990	yraD	sigG	no	yes	yes	yes	no
BSU26980	yraE	sigG	no	yes	yes	yes	no
BSU26960	yraF	sigG	no	yes	yes	yes	no
BSU26680	yrdK	AzlB	no	yes	yes	no	no
BSU26640	yrdP	CzrA	no	yes	yes	no	yes
BSU27240	yrhC	Spx	no	yes	yes	no	no
BSU27240	yrhC	CymR	no	yes	yes	no	yes
BSU27180	yrhH	sigM	no	yes	yes	no	no
BSU26450	yrkN	YrkP	no	yes	yes	no	no
BSU26440	yrkO	YrkP	no	yes	yes	no	no
BSU26430	yrkP	YrkP	no	yes	yes	no	no
BSU26420	yrkQ	YrkP	no	yes	yes	no	no
BSU26820	yrpD	AbrB	no	yes	yes	no	no
BSU27370	yrrL	Spo0A	no	yes	yes	yes	no
BSU27300	yrrS	sigF	no	yes	yes	yes	no
BSU27300	yrrS	sigE	no	yes	yes	yes	no
BSU27280	yrrT	Spx	no	yes	yes	no	no
BSU27190	yrzI	AbrB	no	yes	yes	no	no
BSU28890	yscB	AbrB	no	yes	yes	no	no
BSU28840	ysdA	RplT	no	yes	yes	no	no
BSU28830	ysdB	sigB	no	yes	yes	no	no
BSU27950	ysxB	stringent response	no	yes	yes	no	no
BSU28190	ysxC	CtsR	no	yes	yes	no	no
BSU28100	ysxE	sigE	no	yes	yes	yes	no
BSU30930	ytaB	sigB	no	yes	yes	no	no
BSU30180	ytbQ	BirA	no	yes	yes	no	no
BSU29520	yteJ	sigW	no	yes	yes	no	no
BSU30080	yteV	sigE	no	yes	yes	yes	no
BSU29500	ytfJ	sigF	no	yes	yes	yes	no
BSU30000	ythQ	sigW	no	yes	yes	no	no
BSU30595	ytlA	sigK	no	yes	yes	yes	no
BSU30610	ytlC	sigK	no	yes	yes	yes	no
BSU30620	ytlD	sigK	no	yes	yes	yes	no
BSU29330	ytmO	YtlI	no	yes	yes	no	yes
BSU29330	ytmO	CymR	no	yes	yes	no	yes
BSU29320	ytnI	YtlI	no	yes	yes	no	yes
BSU29320	ytnI	CymR	no	yes	yes	no	yes
BSU29310	ytnJ	YtlI	no	yes	yes	no	yes
BSU29310	ytnJ	CymR	no	yes	yes	no	yes
BSU29290	ytnL	YtlI	no	yes	yes	no	yes
BSU29290	ytnL	CymR	no	yes	yes	no	yes
BSU29280	ytnM	YtlI	no	yes	yes	no	yes
BSU29280	ytnM	CymR	no	yes	yes	no	yes
BSU30510	ytpA	sigM	no	yes	yes	no	no
BSU30500	ytpB	sigM	no	yes	yes	no	no
BSU30450	ytrB	YtrA	no	yes	yes	no	yes
BSU30440	ytrC	YtrA	no	yes	yes	no	yes
BSU30430	ytrD	YtrA	no	yes	yes	no	yes
BSU30420	ytrE	YtrA	no	yes	yes	no	yes
BSU30410	ytrF	YtrA	no	yes	yes	no	yes
BSU29239	ytrH	sigE	no	yes	yes	yes	no
BSU29240	ytrI	sigE	no	yes	yes	yes	no
BSU29630	yttP	Spo0A	no	yes	yes	yes	no
BSU29630	yttP	CcpA	no	yes	yes	no	no
BSU30340	ytvA	Spx	no	yes	yes	no	no
BSU29770	ytxH	sigH	no	yes	yes	yes	no
BSU29770	ytxH	sigB	no	yes	yes	no	no
BSU29760	ytxJ	sigH	no	yes	yes	yes	no
BSU29760	ytxJ	sigB	no	yes	yes	no	no
BSU30890	ytxO	sigK	no	yes	yes	yes	no
BSU31080	yuaB	DegU	no	yes	yes	no	no
BSU31080	yuaB	AbrB	no	yes	yes	no	no
BSU31010	yuaG	sigW	no	yes	yes	no	no
BSU31000	yuaI	sigW	no	yes	yes	no	no
BSU31540	yufN	CodY	no	yes	yes	no	yes
BSU31550	yufO	CodY	no	yes	yes	no	yes
BSU31560	yufP	CodY	no	yes	yes	no	yes
BSU31570	yufQ	CodY	no	yes	yes	no	yes
BSU31390	yugI	stringent response	no	yes	yes	no	no
BSU31370	yugJ	Spx	no	yes	yes	no	no
BSU31290	yugT	Spx	no	yes	yes	no	no
BSU31280	yugU	sigB	no	yes	yes	no	no
BSU32090	yuiA	CodY	no	yes	yes	no	yes
BSU32080	yuiB	CodY	no	yes	yes	no	yes
BSU32070	yuiC	CodY	no	yes	yes	no	yes
BSU32550	yurJ	CodY	no	yes	yes	no	no
BSU32650	yurS	sigK	no	yes	yes	yes	no
BSU32650	yurS	GerE	no	yes	yes	no	no
BSU32760	yusD	Spo0A	no	yes	yes	yes	no
BSU32770	yusE	Spo0A	no	yes	yes	yes	no
BSU32860	yusN	sigG	no	yes	yes	yes	no
BSU32870	yusO	MdtR	no	yes	yes	no	no
BSU32880	yusP	MdtR	no	yes	yes	no	no
BSU32900	yusR	sigE	no	yes	yes	yes	no
BSU31380	yuzA	sigB	no	yes	yes	no	no
BSU33530	yvaA	sigB	no	yes	yes	no	no
BSU33540	yvaB	sigG	no	yes	yes	yes	no
BSU33540	yvaB	MhqR	no	yes	yes	no	yes
BSU33620	yvaK	sigB	no	yes	yes	no	no
BSU34030	yvbY	SinR	no	yes	yes	yes	no
BSU34030	yvbY	LutR	no	yes	yes	no	yes
BSU34850	yvcA	DegU	no	yes	yes	no	no
BSU34850	yvcA	AbrB	no	yes	yes	no	no
BSU34840	yvcB	DegU	no	yes	yes	no	no
BSU34840	yvcB	AbrB	no	yes	yes	no	no
BSU34780	yvcI	CcpA	no	yes	yes	no	no
BSU34700	yvcR	PsdR	no	yes	yes	no	yes
BSU34690	yvcS	PsdR	no	yes	yes	no	yes
BSU34520	yvdP	sigK	no	yes	yes	yes	no
BSU34470	yveA	SacY	no	yes	yes	no	no
BSU34470	yveA	DegU	no	yes	yes	no	no
BSU34420	yveF	PadR	no	yes	yes	no	yes
BSU34410	yveG	PadR	no	yes	yes	no	yes
BSU34190	yvfH	ComA	no	yes	yes	no	no
BSU34050	yvfV	SinR	no	yes	yes	yes	no
BSU34050	yvfV	LutR	no	yes	yes	no	yes
BSU34040	yvfW	SinR	no	yes	yes	yes	no
BSU34040	yvfW	LutR	no	yes	yes	no	yes
BSU34040	yvfW	Fsra	no	yes	yes	no	no
BSU33400	yvgN	SinR	no	yes	yes	yes	no
BSU33400	yvgN	sigB	no	yes	yes	no	no
BSU33410	yvgO	AbrB	no	yes	yes	no	no
BSU35520	yvhJ	Spo0A	no	yes	yes	yes	no
BSU35120	yvlB	sigW	no	yes	yes	no	no
BSU35110	yvlC	sigW	no	yes	yes	no	no
BSU35100	yvlD	sigW	no	yes	yes	no	no
BSU35080	yvmB	CcpA	no	yes	yes	no	no
BSU35070	yvmC	AbrB	no	yes	yes	no	no
BSU35050	yvnA	CcpA	no	yes	yes	no	no
BSU35050	yvnA	AbrB	no	yes	yes	no	no
BSU35030	yvoA	NagR	no	yes	yes	no	yes
BSU33140	yvqJ	AbrB	no	yes	yes	no	no
BSU33239	yvrJ	YvrI-YvrHa	no	yes	yes	no	no
BSU33250	yvrL	YvrI-YvrHa	no	yes	yes	no	no
BSU33260	yvrN	ComK	no	yes	yes	no	no
BSU33260	yvrN	AbrB	no	yes	yes	no	no
BSU33270	yvrO	ComK	no	yes	yes	no	no
BSU33270	yvrO	AbrB	no	yes	yes	no	no
BSU33280	yvrP	AbrB	no	yes	yes	no	no
BSU35510	yvyE	Spo0A	no	yes	yes	yes	no
BSU35440	yvyF	ComK	no	yes	yes	no	no
BSU35420	yvyG	sigD	no	yes	yes	no	no
BSU35420	yvyG	ComK	no	yes	yes	no	no
BSU34830	yvzA	DegU	no	yes	yes	no	no
BSU34830	yvzA	AbrB	no	yes	yes	no	no
BSU38480	ywaC	sigM	no	yes	yes	no	no
BSU38360	ywbD	SinR	no	yes	yes	yes	no
BSU38340	ywbF	AbrB	no	yes	yes	no	no
BSU38250	ywbO	sigX	no	yes	yes	no	no
BSU38250	ywbO	sigW	no	yes	yes	no	no
BSU38250	ywbO	sigM	no	yes	yes	no	no
BSU38130	ywcE	AbrB	no	yes	yes	no	no
BSU38100	ywcH	Spo0A	no	yes	yes	yes	no
BSU38100	ywcH	sigD	no	yes	yes	no	no
BSU38030	ywdA	SacT	no	yes	yes	no	no
BSU38030	ywdA	CcpA	no	yes	yes	no	no
BSU37940	ywdJ	TnrA	no	yes	yes	no	yes
BSU37930	ywdK	TnrA	no	yes	yes	no	yes
BSU37920	ywdL	sigE	no	yes	yes	yes	no
BSU37800	yweA	AbrB	no	yes	yes	no	no
BSU37680	ywfH	CodY	no	yes	yes	no	no
BSU37480	ywhH	ComA	no	yes	yes	no	no
BSU37240	ywiE	sigB	no	yes	yes	no	no
BSU37220	ywjB	Fur	no	yes	yes	no	yes
BSU37040	ywkB	MalR	no	yes	yes	no	yes
BSU36960	ywlB	sigB	no	yes	yes	no	no
BSU36950	ywlC	DnaA	no	yes	yes	no	no
BSU36910	ywlG	TnrA	no	yes	yes	no	yes
BSU36680	ywmF	sigB	no	yes	yes	no	no
BSU36540	ywnJ	sigM	no	yes	yes	no	no
BSU36460	ywoF	AbrB	no	yes	yes	no	no
BSU36460	ywoF	Abh	no	yes	yes	no	no
BSU36260	ywqC	AbrB	no	yes	yes	no	no
BSU36240	ywqE	AbrB	no	yes	yes	no	no
BSU35970	ywsB	sigB	no	yes	yes	no	no
BSU35840	ywtF	sigM	no	yes	yes	no	no
BSU38180	ywzA	sigB	no	yes	yes	no	no
BSU40030	yxaB	sigB	no	yes	yes	no	no
BSU40030	yxaB	AbrB	no	yes	yes	no	no
BSU39990	yxaF	Qdor	no	yes	yes	no	yes
BSU39990	yxaF	LmrA	no	yes	yes	no	yes
BSU39970	yxaH	Qdor	no	yes	yes	no	yes
BSU39970	yxaH	LmrA	no	yes	yes	no	yes
BSU39950	yxaJ	AbrB	no	yes	yes	no	no
BSU39940	yxaL	Rok	no	yes	yes	no	no
BSU39940	yxaL	AbrB	no	yes	yes	no	no
BSU39930	yxaM	CodY	no	yes	yes	no	no
BSU39930	yxaM	AbrB	no	yes	yes	no	no
BSU39890	yxbB	CodY	no	yes	yes	no	no
BSU39880	yxbC	Spo0A	no	yes	yes	yes	no
BSU39880	yxbC	CodY	no	yes	yes	no	no
BSU39870	yxbD	Spo0A	no	yes	yes	yes	no
BSU39870	yxbD	CodY	no	yes	yes	no	no
BSU39870	yxbD	AbrB	no	yes	yes	no	no
BSU39840	yxbG	sigB	no	yes	yes	no	no
BSU39640	yxdL	YxdJ	no	yes	yes	no	no
BSU39630	yxdM	YxdJ	no	yes	yes	no	no
BSU39620	yxeA	YxdJ	no	yes	yes	no	no
BSU39590	yxeD	sigE	no	yes	yes	yes	no
BSU39590	yxeD	AbrB	no	yes	yes	no	no
BSU39580	yxeE	GerE	no	yes	yes	no	no
BSU39510	yxeL	CymR	no	yes	yes	no	yes
BSU39500	yxeM	CymR	no	yes	yes	no	yes
BSU39490	yxeN	CymR	no	yes	yes	no	yes
BSU39480	yxeO	CymR	no	yes	yes	no	yes
BSU39470	yxeP	CymR	no	yes	yes	no	yes
BSU39460	yxeQ	CymR	no	yes	yes	no	yes
BSU39250	yxiE	LicT	no	yes	yes	no	no
BSU39250	yxiE	CcpA	no	yes	yes	no	no
BSU39040	yxiS	sigB	no	yes	yes	no	no
BSU38970	yxjF	sigE	no	yes	yes	yes	no
BSU38970	yxjF	CcpA	no	yes	yes	no	yes
BSU38960	yxjG	S-box-SAM	no	yes	yes	no	yes
BSU38950	yxjH	S-box-SAM	no	yes	yes	no	yes
BSU38940	yxjI	sigB	no	yes	yes	no	no
BSU38940	yxjI	DegU	no	yes	yes	no	no
BSU38930	yxjJ	sigB	no	yes	yes	no	no
BSU38820	yxkF	CcpA	no	yes	yes	no	no
BSU38690	yxlC	sigY	no	yes	yes	no	no
BSU38680	yxlD	sigY	no	yes	yes	no	no
BSU38670	yxlE	sigY	no	yes	yes	no	no
BSU38660	yxlF	sigY	no	yes	yes	no	no
BSU38650	yxlG	sigY	no	yes	yes	no	no
BSU40000	yxnA	sigB	no	yes	yes	no	no
BSU39910	yxnB	CodY	no	yes	yes	no	no
BSU39910	yxnB	AbrB	no	yes	yes	no	no
BSU39220	yxxG	YvrHb	no	yes	yes	no	no
BSU39220	yxxG	DegU	no	yes	yes	no	no
BSU38610	yxzF	sigB	no	yes	yes	no	no
BSU40610	yybK	Rok	no	yes	yes	no	no
BSU40600	yybL	Rok	no	yes	yes	no	no
BSU40590	yybM	Rok	no	yes	yes	no	no
BSU40490	yycA	YclJ	no	yes	yes	no	no
BSU40480	yycB	TnrA	no	yes	yes	no	yes
BSU40230	yydA	DnaA	no	yes	yes	no	no
BSU40180	yydF	AbrB	no	yes	yes	no	no
BSU40170	yydG	AbrB	no	yes	yes	no	no
BSU40160	yydH	AbrB	no	yes	yes	no	no
BSU40150	yydI	Rok	no	yes	yes	no	no
BSU40150	yydI	AbrB	no	yes	yes	no	no
BSU40140	yydJ	Rok	no	yes	yes	no	no
BSU40140	yydJ	AbrB	no	yes	yes	no	no
BSUNA	csfG	sigG	no	yes	yes	no	no
BSUNA	csfG	sigF	no	yes	yes	no	no
BSU28720	abfA	sigA	no	yes	no	no	no
BSU37170	acdA	sigA	no	yes	no	no	no
BSU15920	acpA	sigA	no	yes	no	no	no
BSU29700	acuB	sigA	no	yes	no	no	no
BSU29710	acuC	sigA	no	yes	no	no	no
BSU01820	adaB	sigA	no	yes	no	no	no
BSU02870	adcB	sigA	no	yes	no	no	no
BSU02860	adcC	sigA	no	yes	no	no	no
BSU10630	addA	sigA	no	yes	no	no	no
BSU40100	ahpF	sigA	no	yes	no	no	no
BSU37370	albA	sigA	no	yes	no	no	no
BSU37380	albB	sigA	no	yes	no	no	no
BSU37390	albC	sigA	no	yes	no	no	no
BSU37400	albD	sigA	no	yes	no	no	no
BSU37410	albE	sigA	no	yes	no	no	no
BSU37420	albF	sigA	no	yes	no	no	no
BSU37430	albG	sigA	no	yes	no	no	no
BSU36000	alsD	sigA	no	yes	no	no	no
BSU36000	alsD	ArfM	no	yes	no	no	no
BSU23570	ansB	sigA	no	yes	no	no	no
BSU28790	araB	sigA	no	yes	no	no	no
BSU28780	araD	sigA	no	yes	no	no	no
BSU28770	araL	sigA	no	yes	no	no	no
BSU28760	araM	sigA	no	yes	no	no	no
BSU28750	araN	sigA	no	yes	no	no	no
BSU28740	araP	sigA	no	yes	no	no	no
BSU28730	araQ	sigA	no	yes	no	no	no
BSU11210	argB	sigA	no	yes	no	no	no
BSU11210	argB	AbrB	no	yes	no	no	no
BSU11220	argD	sigA	no	yes	no	no	no
BSU11220	argD	AbrB	no	yes	no	no	no
BSU11250	argF	sigA	no	yes	no	no	no
BSU11250	argF	AbrB	no	yes	no	no	no
BSU11200	argJ	sigA	no	yes	no	no	no
BSU11200	argJ	AbrB	no	yes	no	no	no
BSU37330	argS	T-box-ARG	no	yes	no	no	no
BSU22600	aroE	sigA	no	yes	no	no	no
BSU25790	arsB	sigA	no	yes	no	no	no
BSU25780	arsC	sigA	no	yes	no	no	no
BSU22360	asnS	sigA	no	yes	no	no	no
BSU27550	aspS	T-box-HIS	no	yes	no	no	no
BSU27550	aspS	T-box-ASP	no	yes	no	no	yes
BSU24080	bcd	TnrA	no	yes	no	no	no
BSU03410	bglC	sigA	no	yes	no	no	no
BSU39260	bglH	sigA	no	yes	no	no	no
BSU24050	bkdAA	TnrA	no	yes	no	no	no
BSU24040	bkdAB	TnrA	no	yes	no	no	no
BSU24030	bkdB	TnrA	no	yes	no	no	no
BSU26600	bltD	sigA	no	yes	no	no	no
BSU24020	bmrR	sigA	no	yes	no	no	no
BSU24000	bmrU	sigA	no	yes	no	no	no
