#doi: 10.3389/fmicb.2016.00275
#
BSU Number	Gene_Name	Regulator name	DBTBS	Goelzer et al. 2008 &  SubtiWiki before Marsh 2013	SubtiWiki Marsh 2013	Sporulation database	RegPrecise
BSU27030	sacC	LevR	no	yes	yes	no	yes
BSU27030	sacC	CcpA	no	yes	yes	no	yes
BSU38050	sacP	CcpA	no	yes	yes	no	yes
BSU04830	sacV	ImmR	no	yes	yes	no	no
BSU38420	sacY	SacY	no	yes	yes	no	no
BSU01540	salA	salA	no	yes	yes	no	no
BSU15590	sat	S-box-SAM	no	yes	yes	no	yes
BSU15590	sat	CymR	no	yes	yes	no	no
BSU10650	sbcC	ComK	no	yes	yes	no	no
BSU37360	sboX	Rok	no	yes	yes	no	no
BSU37360	sboX	ResD	no	yes	yes	no	no
BSU37360	sboX	AbrB	no	yes	yes	no	no
BSU15270	sbp	SpoIIID	no	yes	yes	no	no
BSU15270	sbp	sigM	no	yes	yes	no	no
BSU15270	sbp	sigE	no	yes	yes	yes	no
BSU38990	scoA	sigE	no	yes	yes	yes	no
BSU38990	scoA	CcpA	no	yes	yes	no	yes
BSU38980	scoB	sigE	no	yes	yes	yes	no
BSU38980	scoB	CcpA	no	yes	yes	no	yes
BSU23220	scpA	stringent response	no	yes	yes	no	no
BSU28450	sdhC	Fsra	no	yes	yes	no	no
BSU33760	sdpB	Spo0A	no	yes	yes	yes	no
BSU33760	sdpB	Rok	no	yes	yes	no	no
BSU33760	sdpB	AbrB	no	yes	yes	no	no
BSU33780	sdpI	sdpR	no	yes	yes	no	yes
BSU33780	sdpI	AbrB	no	yes	yes	no	no
BSU27650	secDF	sigM	no	yes	yes	no	no
BSU01360	secY	stringent response	no	yes	yes	no	no
BSU15390	sepF	Spo0A	no	yes	yes	yes	no
BSU25200	sigA	sigH	no	yes	yes	yes	no
BSU04730	sigB	sigB	no	yes	yes	no	no
BSU04730	sigB	CcpA	no	yes	yes	no	no
BSU16470	sigD	Spo0A	no	yes	yes	yes	no
BSU16470	sigD	sigD	no	yes	yes	no	no
BSU16470	sigD	CodY	no	yes	yes	no	no
BSU15320	sigE	Spo0A	no	yes	yes	yes	no
BSU15320	sigE	SinR	no	yes	yes	yes	no
BSU23450	sigF	Spo0A	no	yes	yes	yes	no
BSU23450	sigF	SinR	no	yes	yes	yes	no
BSU23450	sigF	sigH	no	yes	yes	yes	no
BSU23450	sigF	sigG	no	yes	yes	yes	no
BSU23450	sigF	sigF	no	yes	yes	yes	no
BSU23450	sigF	AbrB	no	yes	yes	no	no
BSU15330	sigG	Spo0A	no	yes	yes	yes	no
BSU15330	sigG	SinR	no	yes	yes	yes	no
BSU15330	sigG	AbrB	no	yes	yes	no	no
BSU33230	sigO	YvrI-YvrHa	no	yes	yes	no	no
BSU24610	sinR	Spo0A	no	yes	yes	yes	no
BSU24610	sinR	scoC	no	yes	yes	no	no
BSU24610	sinR	AbrB	no	yes	yes	no	no
BSU10490	sipV	LexA	no	yes	yes	no	no
BSU24630	sipW	SinR	no	yes	yes	yes	yes
BSU24630	sipW	AbrB	no	yes	yes	no	no
BSU15620	sirB	S-box-SAM	no	yes	yes	no	yes
BSU15620	sirB	CymR	no	yes	yes	no	no
BSU15630	sirC	S-box-SAM	no	yes	yes	no	yes
BSU15630	sirC	CymR	no	yes	yes	no	no
BSU01920	skfB	Spo0A	no	yes	yes	yes	no
BSU01920	skfB	AbrB	no	yes	yes	no	no
BSU01935	skfC	Spo0A	no	yes	yes	yes	no
BSU01935	skfC	AbrB	no	yes	yes	no	no
BSU01950	skfE	Spo0A	no	yes	yes	yes	no
BSU01950	skfE	AbrB	no	yes	yes	no	no
BSU01960	skfF	Spo0A	no	yes	yes	yes	no
BSU01960	skfF	AbrB	no	yes	yes	no	no
BSU01970	skfG	Spo0A	no	yes	yes	yes	no
BSU01970	skfG	AbrB	no	yes	yes	no	no
BSU01980	skfH	Spo0A	no	yes	yes	yes	no
BSU01980	skfH	AbrB	no	yes	yes	no	no
BSU38229	slrA	YwcC	no	yes	yes	no	no
BSU34380	slrR	SinR	no	yes	yes	yes	yes
BSU34380	slrR	AbrB	no	yes	yes	no	no
BSU34380	slrR	Abh	no	yes	yes	no	no
BSU25020	sodA	sigB	no	yes	yes	no	no
BSU19330	sodF	sigE	no	yes	yes	yes	no
BSU33770	spbC	Spo0A	no	yes	yes	yes	no
BSU33770	spbC	Rok	no	yes	yes	no	no
BSU33770	spbC	AbrB	no	yes	yes	no	no
BSU23210	spcB	stringent response	no	yes	yes	no	no
BSU29010	speD	CcpN	no	yes	yes	no	no
BSU23180	spmA	sigE	no	yes	yes	yes	no
BSU23170	spmB	sigE	no	yes	yes	yes	no
BSU08760	spo0M	sigW	no	yes	yes	no	no
BSU08760	spo0M	sigH	no	yes	yes	yes	no
BSU23470	spoIIAA	SinR	no	yes	yes	yes	no
BSU23470	spoIIAA	sigG	no	yes	yes	yes	no
BSU23470	spoIIAA	sigF	no	yes	yes	yes	no
BSU23470	spoIIAA	AbrB	no	yes	yes	no	no
BSU23460	spoIIAB	Spo0A	no	yes	yes	yes	no
BSU23460	spoIIAB	SinR	no	yes	yes	yes	no
BSU23460	spoIIAB	sigH	no	yes	yes	yes	no
BSU23460	spoIIAB	sigG	no	yes	yes	yes	no
BSU23460	spoIIAB	sigF	no	yes	yes	yes	no
BSU23460	spoIIAB	AbrB	no	yes	yes	no	no
BSU15310	spoIIGA	SinR	no	yes	yes	yes	no
BSU24420	spoIIIAB	SpoIIID	no	yes	yes	yes	no
BSU24420	spoIIIAB	sigE	no	yes	yes	yes	no
BSU24410	spoIIIAC	SpoIIID	no	yes	yes	yes	no
BSU24410	spoIIIAC	sigE	no	yes	yes	yes	no
BSU24400	spoIIIAD	SpoIIID	no	yes	yes	yes	no
BSU24400	spoIIIAD	sigE	no	yes	yes	yes	no
BSU24390	spoIIIAE	SpoIIID	no	yes	yes	yes	no
BSU24390	spoIIIAE	sigE	no	yes	yes	yes	no
BSU24380	spoIIIAF	SpoIIID	no	yes	yes	yes	no
BSU24380	spoIIIAF	sigE	no	yes	yes	yes	no
BSU24370	spoIIIAG	SpoIIID	no	yes	yes	yes	no
BSU24360	spoIIIAH	SpoIIID	no	yes	yes	yes	no
BSU24360	spoIIIAH	sigE	no	yes	yes	yes	no
BSU26390	spoIIIC	SpoIIID	no	yes	yes	yes	no
BSU26390	spoIIIC	sigK	no	yes	yes	yes	no
BSU26390	spoIIIC	sigE	no	yes	yes	yes	no
BSU26390	spoIIIC	GerE	no	yes	yes	no	no
BSU36420	spoIIID	sigE	no	yes	yes	yes	no
BSU25530	spoIIP	sigF	no	yes	yes	yes	no
BSU36550	spoIIQ	sigF	no	yes	yes	yes	no
BSU12830	spoIISA	sigK	no	yes	yes	yes	no
BSU27970	spoIVFB	sigE	no	yes	yes	yes	no
BSU23430	spoVAB	SpoVT	no	yes	yes	yes	no
BSU23430	spoVAB	sigG	no	yes	yes	yes	no
BSU23420	spoVAC	SpoVT	no	yes	yes	yes	no
BSU23420	spoVAC	sigG	no	yes	yes	yes	no
BSU23410	spoVAD	SpoVT	no	yes	yes	yes	no
BSU23410	spoVAD	sigG	no	yes	yes	yes	no
BSU23401	spoVAEA	SpoVT	no	yes	yes	yes	no
BSU23401	spoVAEA	sigG	no	yes	yes	yes	no
BSU23402	spoVAEB	SpoVT	no	yes	yes	yes	no
BSU23402	spoVAEB	sigG	no	yes	yes	yes	no
BSU23390	spoVAF	SpoVT	no	yes	yes	yes	no
BSU23390	spoVAF	sigG	no	yes	yes	yes	no
BSU16740	spoVFB	sigK	no	yes	yes	yes	no
BSU00490	spoVG	SinR	no	yes	yes	yes	no
BSU11810	spoVIF	GerR	no	yes	yes	yes	no
BSU00560	spoVT	sigF	no	yes	yes	yes	no
BSU37900	spsB	sigK	no	yes	yes	yes	no
BSU37890	spsC	sigK	no	yes	yes	yes	no
BSU37880	spsD	sigK	no	yes	yes	yes	no
BSU37870	spsE	sigK	no	yes	yes	yes	no
BSU37860	spsF	sigK	no	yes	yes	yes	no
BSU37850	spsG	sigK	no	yes	yes	yes	no
BSU37840	spsI	sigK	no	yes	yes	yes	no
BSU37830	spsJ	sigK	no	yes	yes	yes	no
BSU37830	spsJ	sigE	no	yes	yes	yes	no
BSU37820	spsK	sigK	no	yes	yes	yes	no
BSU37820	spsK	sigE	no	yes	yes	yes	no
BSU37810	spsL	sigK	no	yes	yes	yes	no
BSU11500	spxA	sigX	no	yes	yes	no	no
BSU11500	spxA	sigW	no	yes	yes	no	no
BSU11500	spxA	sigB	no	yes	yes	no	no
BSU19320	sqhC	sigE	no	yes	yes	yes	no
BSU03480	srfAA	Spx	no	yes	yes	no	no
BSU03480	srfAA	Abh	no	yes	yes	no	no
BSU03490	srfAB	Spx	no	yes	yes	no	no
BSU03490	srfAB	PerR	no	yes	yes	no	no
BSU03490	srfAB	ComA	no	yes	yes	no	yes
BSU03490	srfAB	CodY	no	yes	yes	no	yes
BSU03490	srfAB	Abh	no	yes	yes	no	no
BSU03510	srfAC	Spx	no	yes	yes	no	no
BSU03510	srfAC	PerR	no	yes	yes	no	no
BSU03510	srfAC	ComA	no	yes	yes	no	no
BSU03510	srfAC	CodY	no	yes	yes	no	no
BSU03510	srfAC	Abh	no	yes	yes	no	no
BSU03520	srfAD	Spx	no	yes	yes	no	no
BSU03520	srfAD	PerR	no	yes	yes	no	no
BSU03520	srfAD	ComA	no	yes	yes	no	no
BSU03520	srfAD	CodY	no	yes	yes	no	no
BSU03520	srfAD	Abh	no	yes	yes	no	no
BSU40900	ssbA	stringent response	no	yes	yes	no	no
BSU40900	ssbA	ComK	no	yes	yes	no	no
BSU08660	sspE	YfhP	no	yes	yes	no	no
BSU08110	sspH	CcpA	no	yes	yes	no	no
BSU17980	sspP	sigG	no	yes	yes	yes	no
BSU08840	ssuA	CymR	no	yes	yes	no	yes
BSU08850	ssuC	CymR	no	yes	yes	no	yes
BSU08860	ssuD	CymR	no	yes	yes	no	yes
BSU13840	stoA	sigG	no	yes	yes	yes	no
BSU13840	stoA	sigE	no	yes	yes	yes	no
BSU16090	sucC	CcpA	no	yes	yes	no	yes
BSU16100	sucD	CcpA	no	yes	yes	no	yes
BSU15610	sumT	S-box-SAM	no	yes	yes	no	yes
BSU15610	sumT	CymR	no	yes	yes	no	no
BSU21480	sunA	AbrB	no	yes	yes	no	no
BSU21480	sunA	Abh	no	yes	yes	no	no
BSU21470	sunT	AbrB	no	yes	yes	no	no
BSU21470	sunT	Abh	no	yes	yes	no	no
BSU35750	tagA	WalR	no	yes	yes	no	no
BSU35760	tagB	WalR	no	yes	yes	no	no
BSU35760	tagB	PhoP	no	yes	yes	no	no
BSU35730	tagE	WalR	no	yes	yes	no	no
BSU35730	tagE	PhoP	no	yes	yes	no	no
BSU35720	tagF	WalR	no	yes	yes	no	no
BSU35720	tagF	PhoP	no	yes	yes	no	no
BSU24620	tasA	SinR	no	yes	yes	yes	yes
BSU24620	tasA	AbrB	no	yes	yes	no	no
BSU02630	tatAD	PhoP	no	yes	yes	no	no
BSU02640	tatCD	PhoP	no	yes	yes	no	no
BSU29380	tcyJ	YtlI	no	yes	yes	no	yes
BSU29380	tcyJ	CymR	no	yes	yes	no	yes
BSU29370	tcyK	YtlI	no	yes	yes	no	yes
BSU29370	tcyK	CymR	no	yes	yes	no	yes
BSU29360	tcyL	YtlI	no	yes	yes	no	yes
BSU29360	tcyL	CymR	no	yes	yes	no	yes
BSU29350	tcyM	YtlI	no	yes	yes	no	yes
BSU29350	tcyM	CymR	no	yes	yes	no	yes
BSU29340	tcyN	YtlI	no	yes	yes	no	yes
BSU29340	tcyN	CymR	no	yes	yes	no	yes
BSU11650	tenA	Thi-box	no	yes	yes	no	yes
BSU11660	tenI	Thi-box	no	yes	yes	no	yes
BSU08790	thiC	Thi-box	no	yes	yes	no	yes
BSU11710	thiD	Thi-box	no	yes	yes	no	yes
BSU11700	thiF	Thi-box	no	yes	yes	no	yes
BSU11690	thiG	Thi-box	no	yes	yes	no	yes
BSU11670	thiO	Thi-box	no	yes	yes	no	yes
BSU15350	thiQ	Thi-box	no	yes	yes	no	yes
BSU11680	thiS	Thi-box	no	yes	yes	no	yes
BSU30990	thiT	Thi-box	no	yes	yes	no	yes
BSU13240	thiU	Thi-box	no	yes	yes	no	yes
BSU13230	thiV	Thi-box	no	yes	yes	no	yes
BSU13220	thiW	Thi-box	no	yes	yes	no	yes
BSU13210	thiX	Thi-box	no	yes	yes	no	yes
BSU28230	tig	stringent response	no	yes	yes	no	no
BSU00670	tilS	sigM	no	yes	yes	no	no
BSU17890	tkt	Spo0A	no	yes	yes	yes	no
BSU18030	tlp	sigG	no	yes	yes	yes	no
BSU18030	tlp	sigF	no	yes	yes	yes	no
BSU31250	tlpA	AbrB	no	yes	yes	no	no
BSU13310	tnrA	GlnR	no	yes	yes	no	yes
BSU33920	tpiA	CggR	no	yes	yes	no	yes
BSU29490	tpx	Spx	no	yes	yes	no	no
BSU07810	treA	TreR	no	yes	yes	no	yes
BSU07810	treA	CcpA	no	yes	yes	no	yes
BSU07820	treR	TreR	no	yes	yes	no	yes
BSU07820	treR	CcpA	no	yes	yes	no	yes
BSU41010	trmF	ComK	no	yes	yes	no	no
BSU27500	trmU	stringent response	no	yes	yes	no	no
BSU22630	trpA	TRAP	no	yes	yes	no	no
BSU22640	trpB	TRAP	no	yes	yes	no	no
BSU22660	trpC	TRAP	no	yes	yes	no	no
BSU22670	trpD	TRAP	no	yes	yes	no	no
BSU22650	trpF	TRAP	no	yes	yes	no	no
BSU01480	truA	stringent response	no	yes	yes	no	no
BSU28500	trxA	Spx	no	yes	yes	no	no
BSU34790	trxB	Spx	no	yes	yes	no	no
BSU16500	tsf	stringent response	no	yes	yes	no	no
BSU35609	tuaA	PhoP	no	yes	yes	no	no
BSU35600	tuaB	PhoP	no	yes	yes	no	no
BSU35590	tuaC	PhoP	no	yes	yes	no	no
BSU35580	tuaD	PhoP	no	yes	yes	no	no
BSU35570	tuaE	PhoP	no	yes	yes	no	no
BSU35560	tuaF	sigF	no	yes	yes	yes	no
BSU35560	tuaF	PhoP	no	yes	yes	no	no
BSU35550	tuaG	sigF	no	yes	yes	yes	no
BSU35550	tuaG	PhoP	no	yes	yes	no	no
BSU35540	tuaH	sigF	no	yes	yes	yes	no
BSU35540	tuaH	PhoP	no	yes	yes	no	no
BSU01130	tufA	stringent response	no	yes	yes	no	no
BSU22610	tyrA	TRAP	no	yes	yes	no	no
BSU03640	ubiD	BsdA	no	yes	yes	no	yes
BSU03630	ubiX	BsdA	no	yes	yes	no	yes
BSU21920	ugtP	sigM	no	yes	yes	no	no
BSU36660	ureA	TnrA	no	yes	yes	no	yes
BSU36650	ureB	TnrA	no	yes	yes	no	yes
BSU36650	ureB	sigH	no	yes	yes	yes	no
BSU36650	ureB	PucR	no	yes	yes	no	no
BSU36650	ureB	GlnR	no	yes	yes	no	yes
BSU36650	ureB	CodY	no	yes	yes	no	yes
BSU36640	ureC	TnrA	no	yes	yes	no	yes
BSU36640	ureC	sigH	no	yes	yes	yes	no
BSU36640	ureC	PucR	no	yes	yes	no	no
BSU36640	ureC	GlnR	no	yes	yes	no	yes
BSU36640	ureC	CodY	no	yes	yes	no	yes
BSU35160	uvrA	LexA	no	yes	yes	no	yes
BSU21500	uvrX	LexA	no	yes	yes	no	no
BSU12390	uxaA	sigE	no	yes	yes	no	no
BSU12390	uxaA	ExuR	no	yes	yes	no	yes
BSU12390	uxaA	CcpA	no	yes	yes	no	yes
BSU12380	uxaB	sigE	no	yes	yes	yes	no
BSU12380	uxaB	ExuR	no	yes	yes	no	yes
BSU12380	uxaB	CcpA	no	yes	yes	no	yes
BSU12340	uxuA	sigE	no	yes	yes	yes	no
BSU12340	uxuA	ExuR	no	yes	yes	no	yes
BSU12340	uxuA	CcpA	no	yes	yes	no	yes
BSU12350	uxuB	sigE	no	yes	yes	yes	no
BSU12350	uxuB	ExuR	no	yes	yes	no	yes
BSU12350	uxuB	CcpA	no	yes	yes	no	yes
BSU12530	xkdC	Xre	no	yes	yes	no	no
BSU12540	xkdD	Xre	no	yes	yes	no	no
BSU12590	xkdE	Xpf	no	yes	yes	no	no
BSU12600	xkdF	Xpf	no	yes	yes	no	no
BSU12610	xkdG	Xpf	no	yes	yes	no	no
BSU12620	xkdH	Xpf	no	yes	yes	no	no
BSU12630	xkdI	Xpf	no	yes	yes	no	no
BSU12640	xkdJ	Xpf	no	yes	yes	no	no
BSU12650	xkdK	Xpf	no	yes	yes	no	no
BSU12660	xkdM	Xpf	no	yes	yes	no	no
BSU12580	xtmB	Xpf	no	yes	yes	no	no
BSU12550	xtrA	Xre	no	yes	yes	no	no
BSU17610	xylB	XylR	no	yes	yes	no	yes
BSU17610	xylB	CcpA	no	yes	yes	no	yes
BSU17580	xynB	XylR	no	yes	yes	no	yes
BSU17580	xynB	CcpA	no	yes	yes	no	yes
BSU18150	xynC	AbrB	no	yes	yes	no	no
BSU18160	xynD	AbrB	no	yes	yes	no	no
BSU00160	yaaH	sigB	no	yes	yes	no	no
BSU00170	yaaI	sigB	no	yes	yes	no	no
BSU00260	yaaN	sigW	no	yes	yes	no	no
BSU00480	yabJ	PurR	no	yes	yes	no	yes
BSU00540	yabK	sigG	no	yes	yes	yes	no
BSU00540	yabK	sigF	no	yes	yes	yes	no
BSU00610	yabQ	sigE	no	yes	yes	yes	no
BSU00630	yabR	sigE	no	yes	yes	yes	no
BSU00660	yabT	sigF	no	yes	yes	yes	no
BSU00890	yacL	sigM	no	yes	yes	no	no
BSU01510	ybaJ	AbrB	no	yes	yes	no	no
BSU01600	ybbA	Fur	no	yes	yes	no	yes
BSU01600	ybbA	CitB	no	yes	yes	no	no
BSU01600	ybbA	Btr	no	yes	yes	no	no
BSU02040	ybdN	AbrB	no	yes	yes	no	no
BSU02050	ybdO	AbrB	no	yes	yes	no	no
BSU02280	ybfM	sigX	no	yes	yes	no	no
BSU02310	ybfO	AbrB	no	yes	yes	no	no
BSU02320	ybfP	sigW	no	yes	yes	no	no
BSU02320	ybfP	AbrB	no	yes	yes	no	no
BSU02330	ybfQ	sigW	no	yes	yes	no	no
BSU01060	ybxB	stringent response	no	yes	yes	no	no
BSU02080	ybxH	SpoVT	no	yes	yes	yes	no
BSU02080	ybxH	sigG	no	yes	yes	yes	no
BSU02110	ybyB	sigB	no	yes	yes	no	no
BSU02460	ycbC	YcbG	no	yes	yes	no	yes
BSU02470	ycbD	YcbG	no	yes	yes	no	yes
BSU02500	ycbG	YcbG	no	yes	yes	no	yes
BSU02520	ycbJ	YcbG	no	yes	yes	no	no
BSU02520	ycbJ	AbrB	no	yes	yes	no	no
BSU02590	ycbP	sigB	no	yes	yes	no	no
BSU02780	ycdA	AbrB	no	yes	yes	no	no
BSU02780	ycdA	Abh	no	yes	yes	no	no
BSU02830	ycdF	sigB	no	yes	yes	no	no
BSU02840	ycdG	sigB	no	yes	yes	no	no
BSU02890	yceC	sigM	no	yes	yes	no	no
BSU02890	yceC	sigB	no	yes	yes	no	no
BSU02900	yceD	sigW	no	yes	yes	no	no
BSU02900	yceD	sigM	no	yes	yes	no	no
BSU02900	yceD	sigB	no	yes	yes	no	no
BSU02910	yceE	sigW	no	yes	yes	no	no
BSU02910	yceE	sigM	no	yes	yes	no	no
BSU02910	yceE	sigB	no	yes	yes	no	no
BSU02920	yceF	sigW	no	yes	yes	no	no
BSU02920	yceF	sigM	no	yes	yes	no	no
BSU02920	yceF	sigB	no	yes	yes	no	no
BSU02930	yceG	sigW	no	yes	yes	no	no
BSU02930	yceG	sigM	no	yes	yes	no	no
BSU02930	yceG	sigB	no	yes	yes	no	no
BSU02940	yceH	sigW	no	yes	yes	no	no
BSU02940	yceH	sigM	no	yes	yes	no	no
BSU02940	yceH	sigB	no	yes	yes	no	no
BSU03020	ycgA	CodY	no	yes	yes	no	no
BSU03100	ycgG	sigE	no	yes	yes	yes	no
BSU03200	ycgM	Spo0A	no	yes	yes	yes	no
BSU03200	ycgM	CodY	no	yes	yes	no	yes
BSU03210	ycgN	Spo0A	no	yes	yes	yes	no
BSU03210	ycgN	CodY	no	yes	yes	no	yes
BSU03240	ycgQ	sigM	no	yes	yes	no	no
BSU03250	ycgR	sigM	no	yes	yes	no	no
BSU03350	yciB	Zur	no	yes	yes	no	yes
BSU03390	yckC	sigE	no	yes	yes	yes	no
BSU03400	yckD	sigF	no	yes	yes	yes	no
BSU03730	yclH	YclJ	no	yes	yes	no	no
BSU03740	yclI	YclJ	no	yes	yes	no	no
BSU03750	yclJ	ResD	no	yes	yes	no	no
BSU03760	yclK	ResD	no	yes	yes	no	no
BSU03810	yclO	Fur	no	yes	yes	no	yes
BSU03820	yclP	Fur	no	yes	yes	no	yes
BSU03830	yclQ	Fur	no	yes	yes	no	yes
BSU03950	ycnJ	YcnK	no	yes	yes	no	yes
BSU04060	ycsG	TnrA	no	yes	yes	no	yes
BSU04060	ycsG	KipR	no	yes	yes	no	yes
BSU04070	ycsI	TnrA	no	yes	yes	no	yes
BSU04070	ycsI	KipR	no	yes	yes	no	yes
BSU03530	ycxA	ComA	no	yes	yes	no	no
BSU04200	ydaE	sigB	no	yes	yes	no	no
BSU04210	ydaF	sigB	no	yes	yes	no	no
BSU04230	ydaH	sigM	no	yes	yes	no	no
BSU04320	ydaO	YdaO riboswitch	no	yes	yes	no	yes
BSU04600	ydbT	sigW	no	yes	yes	no	no
BSU04990	yddJ	AbrB	no	yes	yes	no	no
BSU05100	yddT	AbrB	no	yes	yes	no	no
BSU05150	ydeC	sigB	no	yes	yes	no	no
BSU05200	ydeH	AbrB	no	yes	yes	no	no
BSU05220	ydeJ	AbrB	no	yes	yes	no	no
BSU05340	ydfA	AseR	no	yes	yes	no	no
BSU05480	ydfN	MhqR	no	yes	yes	no	yes
BSU05490	ydfO	MhqR	no	yes	yes	no	yes
BSU05500	ydfP	sigB	no	yes	yes	no	no
BSU05500	ydfP	MhqR	no	yes	yes	no	yes
BSU05560	ydgA	sigK	no	yes	yes	yes	no
BSU05650	ydgH	LexA	no	yes	yes	no	no
BSU05720	ydhE	LiaR	no	yes	yes	no	no
BSU05730	ydhF	sigE	no	yes	yes	yes	no
BSU05730	ydhF	PhoP	no	yes	yes	no	no
BSU05899	ydhU	Fur	no	yes	yes	no	no
BSU06070	ydiP	LexA	no	yes	yes	no	no
BSU06190	ydjG	AbrB	no	yes	yes	no	no
BSU06200	ydjH	AbrB	no	yes	yes	no	no
BSU06210	ydjI	AbrB	no	yes	yes	no	no
BSU06250	ydjM	WalR	no	yes	yes	no	no
BSU06250	ydjM	PhoP	no	yes	yes	no	no
BSU06270	ydjO	sigW	no	yes	yes	no	no
BSU06280	ydjP	sigW	no	yes	yes	no	no
BSU06280	ydjP	sigE	no	yes	yes	yes	no
BSU06290	yeaA	sigW	no	yes	yes	no	no
BSU06290	yeaA	sigE	no	yes	yes	yes	no
BSU06380	yebC	sigM	no	yes	yes	no	no
BSU06850	yeeK	sigK	no	yes	yes	yes	no
BSU06570	yerB	Spo0A	no	yes	yes	yes	no
BSU06590	yerD	sigB	no	yes	yes	no	no
BSU06630	yerH	LexA	no	yes	yes	no	yes
BSU06640	yerI	AbrB	no	yes	yes	no	no
BSU06920	yesJ	SpoIIID	no	yes	yes	yes	no
BSU06920	yesJ	sigE	no	yes	yes	yes	no
BSU06930	yesK	SpoIIID	no	yes	yes	yes	no
BSU06930	yesK	sigE	no	yes	yes	yes	no
BSU06950	yesM	CcpA	no	yes	yes	no	no
BSU07010	yesS	YesS	no	yes	yes	no	yes
BSU07030	yesU	YesS	no	yes	yes	no	yes
BSU07040	yesV	YesS	no	yes	yes	no	yes
BSU07050	yesW	YesS	no	yes	yes	no	yes
BSU07060	yesX	YesS	no	yes	yes	no	yes
BSU07070	yesY	YesS	no	yes	yes	no	yes
BSU07080	yesZ	YesS	no	yes	yes	no	yes
BSU07230	yetM	YetL	no	yes	yes	no	yes
BSU07190	yezD	CymR	no	yes	yes	no	no
BSU08460	yfhA	Fur	no	yes	yes	no	yes
BSU08490	yfhD	sigB	no	yes	yes	no	no
BSU08500	yfhE	sigB	no	yes	yes	no	no
BSU08510	yfhF	sigB	no	yes	yes	no	no
BSU08580	yfhL	sigB	no	yes	yes	no	no
BSU08590	yfhM	sigW	no	yes	yes	no	no
BSU08590	yfhM	sigB	no	yes	yes	no	no
BSU07990	yfjR	YclJ	no	yes	yes	no	no
BSU07930	yfkD	sigB	no	yes	yes	no	no
BSU07920	yfkE	sigG	no	yes	yes	yes	no
BSU07920	yfkE	sigB	no	yes	yes	no	no
BSU07900	yfkH	sigB	no	yes	yes	no	no
BSU07890	yfkI	sigB	no	yes	yes	no	no
BSU07850	yfkM	sigB	no	yes	yes	no	no
BSU07840	yfkN	CcpA	no	yes	yes	no	no
BSU07790	yfkQ	sigG	no	yes	yes	yes	no
BSU07780	yfkR	sigG	no	yes	yes	yes	no
BSU07770	yfkS	sigB	no	yes	yes	no	no
BSU07760	yfkT	sigB	no	yes	yes	no	no
BSU07750	yflA	AbrB	no	yes	yes	no	no
BSU07750	yflA	Abh	no	yes	yes	no	no
BSU07735	yflB	AbrB	no	yes	yes	no	no
BSU07680	yflH	sigB	no	yes	yes	no	no
BSU07620	yflN	CitT	no	yes	yes	no	no
BSU07620	yflN	CcpA	no	yes	yes	no	no
BSU07550	yflT	sigB	no	yes	yes	no	no
BSU07510	yfmD	Fur	no	yes	yes	no	yes
BSU07500	yfmE	Fur	no	yes	yes	no	yes
BSU07490	yfmF	Fur	no	yes	yes	no	yes
BSU07480	yfmG	AbrB	no	yes	yes	no	no
BSU07460	yfmI	Spo0A	no	yes	yes	yes	no
BSU07460	yfmI	AbrB	no	yes	yes	no	no
BSU07450	yfmJ	Spo0A	no	yes	yes	yes	no
BSU07400	yfmO	YfmP	no	yes	yes	no	yes
BSU07390	yfmP	YfmP	no	yes	yes	no	yes
BSU07360	yfmS	sigD	no	yes	yes	no	no
BSU07310	yfnD	sigK	no	yes	yes	yes	no
BSU07310	yfnD	sigE	no	yes	yes	yes	no
BSU07290	yfnF	sigK	no	yes	yes	yes	no
BSU07280	yfnG	sigK	no	yes	yes	yes	no
BSU08870	ygaN	CymR	no	yes	yes	no	no
BSU09390	ygxB	sigB	no	yes	yes	no	no
BSU09940	yhaL	sigE	no	yes	yes	yes	no
BSU09930	yhaM	LexA	no	yes	yes	no	no
BSU09920	yhaN	LexA	no	yes	yes	no	no
BSU09900	yhaP	AbrB	no	yes	yes	no	no
BSU09890	yhaQ	AbrB	no	yes	yes	no	no
BSU09880	yhaR	CcpA	no	yes	yes	no	yes
BSU09140	yhcM	sigG	no	yes	yes	yes	no
BSU09140	yhcM	sigB	no	yes	yes	no	no
BSU09320	yhcY	LiaR	no	yes	yes	no	no
BSU09330	yhcZ	LiaR	no	yes	yes	no	no
BSU09340	yhdA	LiaR	no	yes	yes	no	no
BSU09500	yhdK	sigM	no	yes	yes	no	no
BSU09510	yhdL	sigM	no	yes	yes	no	no
BSU09770	yheD	sigE	no	yes	yes	yes	no
BSU09700	yheJ	AbrB	no	yes	yes	no	no
BSU10460	yhjC	ComK	no	yes	yes	no	no
BSU10460	yhjC	CodY	no	yes	yes	no	yes
BSU10560	yhjM	AbrB	no	yes	yes	no	no
BSU10430	yhxD	sigB	no	yes	yes	no	no
BSU10660	yisB	ComK	no	yes	yes	no	no
BSU10910	yisZ	sigK	no	yes	yes	yes	no
BSU10920	yitA	sigK	no	yes	yes	yes	no
BSU10950	yitD	sigK	no	yes	yes	yes	no
BSU10950	yitD	sigE	no	yes	yes	yes	no
BSU10970	yitF	sigG	no	yes	yes	yes	no
BSU10990	yitH	S-box-SAM	no	yes	yes	no	no
